# Teff	logg	[Fe/H]	GALEX_FUV	GALEX_NUV	STROMGREN_u	SkyMapper_u	SDSS_u	GROUND_JOHNSON_U	SkyMapper_v	STROMGREN_v	TYCHO_B_MvB	GROUND_JOHNSON_B	STROMGREN_b	SDSS_g	PS1_g	SkyMapper_g	GaiaDR2v2_BP	TYCHO_V_MvB	STROMGREN_y	GROUND_JOHNSON_V	SkyMapper_r	SDSS_r	PS1_r	PS1_w	KEPLER_Kp	GaiaDR2v2_G	GROUND_COUSINS_R	NGTS_I	SDSS_i	PS1_i	SkyMapper_i	GaiaDR2v2_RP	GROUND_COUSINS_I	TESS	PS1_z	SDSS_z	SkyMapper_z	PS1_y	2MASS_J	2MASS_H	2MASS_Ks	WISE_RSR_W1	SPITZER_IRAC_36	SPITZER_IRAC_45	WISE_RSR_W2	WISE_RSR_W3	WISE_RSR_W4	HERSCHEL_PACS_BLUE	HERSCHEL_PACS_GREEN	HERSCHEL_PACS_RED
9.250000000000000000e+03	4.000000000000000000e+00	-5.000000000000000000e-01	6.119553567980355225e+11	5.676642613817591553e+11	4.583397824290828247e+11	4.634147633775222168e+11	5.272504149172555542e+11	6.013591487701083984e+11	8.052458512298485107e+11	1.048565889212828003e+12	9.475297642626899414e+11	8.985298445532011719e+11	8.345881600660069580e+11	7.855859951456109619e+11	7.316343875314851074e+11	6.514063179804665527e+11	5.872330181006081543e+11	5.764532809642791748e+11	5.317925506555427856e+11	5.331103759345769653e+11	3.788839311760502930e+11	3.694251080011577759e+11	3.661413208604396973e+11	3.610076490645667114e+11	3.988818336972532349e+11	3.654562637150712891e+11	3.242954036215473633e+11	2.850238353540238647e+11	2.074379018386269836e+11	2.035871653568358765e+11	1.852607664628670044e+11	1.918506809078837891e+11	1.775723367151240234e+11	1.987440549460689392e+11	1.349005305152279205e+11	1.255300692320352478e+11	1.192090445895566406e+11	1.064476683791552887e+11	4.663533750122718811e+10	1.706691267061576271e+10	6.431785903461901665e+09	1.236788768935856819e+09	9.927291241562731266e+08	4.015263562610696554e+08	3.654273938427979946e+08	2.058473595659016073e+07	1.113009547080951044e+06	7.181448972698411126e+03	1.409692215631785075e+03	3.848924137495055788e+02
9.250000000000000000e+03	4.500000000000000000e+00	-5.000000000000000000e-01	5.539162571536550293e+11	6.078879442666278076e+11	4.814662489672266235e+11	4.818394602665100098e+11	5.272263185539813843e+11	5.858886690054421387e+11	7.467881119209295654e+11	9.999064868804660645e+11	9.084358127209864502e+11	8.656948907053615723e+11	8.253065594059409180e+11	7.695208822788176270e+11	7.200981614265808105e+11	6.441706203904444580e+11	5.801723839753134766e+11	5.720814053881800537e+11	5.311199046483913574e+11	5.317839648689648438e+11	3.792565706870189819e+11	3.697231831886508789e+11	3.665638179566414185e+11	3.598826253886244507e+11	3.971506303352584229e+11	3.625773348231376953e+11	3.251837089208140869e+11	2.858867841399569092e+11	2.092658153915439148e+11	2.054135321897705383e+11	1.870738307337722473e+11	1.924877137889695129e+11	1.793563643352915955e+11	1.992072964186893311e+11	1.345535107722413483e+11	1.249390095736733704e+11	1.182530242451043091e+11	1.054698170702078247e+11	4.691288378977539825e+10	1.717775746343251038e+10	6.477060069725921631e+09	1.243467708191675663e+09	9.982725960027716160e+08	4.034333381511473060e+08	3.671572903184148073e+08	2.067247149887953699e+07	1.118009594521901105e+06	7.213283420396529436e+03	1.416167533326405646e+03	3.866891423154048653e+02
9.250000000000000000e+03	5.000000000000000000e+00	-5.000000000000000000e-01	4.639913206407185059e+11	6.567810548533769531e+11	5.105003167171578369e+11	5.069763838910526733e+11	5.364609465128713379e+11	5.800013996757469482e+11	6.997360549224273682e+11	9.451163994169091797e+11	8.663967756050980225e+11	8.300464681707569580e+11	8.102122937293734131e+11	7.490603179497528076e+11	7.045761068554207764e+11	6.337855431069854736e+11	5.711880142116243896e+11	5.655049226114842529e+11	5.287892431466035767e+11	5.286652186287088623e+11	3.789051865124783936e+11	3.693792361738580933e+11	3.663509592091328735e+11	3.578126506733974609e+11	3.942541202502670898e+11	3.588095832689447021e+11	3.256431682215281982e+11	2.864728922418411255e+11	2.111380233593048401e+11	2.072906734543783875e+11	1.889607855237756958e+11	1.932170578555459595e+11	1.812442822507227478e+11	1.997024957900980530e+11	1.347542495580303497e+11	1.247759605091932678e+11	1.177020654163231201e+11	1.044315407187609863e+11	4.719849847799103546e+10	1.733011038106882858e+10	6.524554614151635170e+09	1.249898922175765276e+09	1.003562913368472815e+09	4.052663066715980172e+08	3.688130656019651294e+08	2.075552837659848109e+07	1.122009575245727552e+06	7.240605210037895631e+03	1.421905265586600763e+03	3.883208661949751672e+02
9.500000000000000000e+03	0.000000000000000000e+00	-5.000000000000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
9.500000000000000000e+03	5.000000000000000000e-01	-5.000000000000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
9.500000000000000000e+03	1.000000000000000000e+00	-5.000000000000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
9.500000000000000000e+03	1.500000000000000000e+00	-5.000000000000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
9.500000000000000000e+03	2.000000000000000000e+00	-5.000000000000000000e-01	8.039028441191072998e+11	6.322548560164149170e+11	5.097170614155878296e+11	5.430289316338316650e+11	6.783116017330455322e+11	7.898394406106555176e+11	1.112116292096122314e+12	1.180752514577259766e+12	1.081360730656069458e+12	1.017241150683234009e+12	8.695728135313532715e+11	8.428661102456170654e+11	7.781084566432384033e+11	6.886655244907144775e+11	6.306460720428756104e+11	6.090388585692611084e+11	5.552861442193092041e+11	5.574876044860219727e+11	3.974893579243900757e+11	3.885409632179683228e+11	3.846311570454274902e+11	3.799042492922662964e+11	4.203569973991051025e+11	3.892346740251474609e+11	3.399915749013251343e+11	2.989075736206897583e+11	2.155425999790389709e+11	2.114822550902552185e+11	1.924249019439165955e+11	2.023827142181183777e+11	1.846751335907441711e+11	2.095471917495372925e+11	1.467339077498488464e+11	1.362427517914445343e+11	1.298012928220271149e+11	1.125882865509407196e+11	4.760634874486074829e+10	1.755515332337779617e+10	6.521974831966820717e+09	1.257228105818728685e+09	1.008979707348167181e+09	4.089271083634600639e+08	3.719787393188483119e+08	2.090435685872872919e+07	1.130009667484624311e+06	7.285279124098543434e+03	1.428316383332835130e+03	3.897555790922684764e+02
9.500000000000000000e+03	2.500000000000000000e+00	-5.000000000000000000e-01	8.378584753291384277e+11	6.170113160782698975e+11	4.906374896722664795e+11	5.180354286033384399e+11	6.479417031300437012e+11	7.621719732006849365e+11	1.087738702090152100e+12	1.208235240524781738e+12	1.098332193673240601e+12	1.032147293234535889e+12	8.898576320132016602e+11	8.588688833096173096e+11	7.919852535900899658e+11	6.992796118285047607e+11	6.373570017900848389e+11	6.159546638273419189e+11	5.608140047675809326e+11	5.633616142230417480e+11	3.988574993244435425e+11	3.893790042131488037e+11	3.855391574431384277e+11	3.824899831476899414e+11	4.237857209205651855e+11	3.921377292310587769e+11	3.404033666583853760e+11	2.992652601265588989e+11	2.149066655644406128e+11	2.108334017870714417e+11	1.916230241285528259e+11	2.016054078234693298e+11	1.837765827336523743e+11	2.090504539649573364e+11	1.453263496756629944e+11	1.351911116470048370e+11	1.289659999195816040e+11	1.128089076479770050e+11	4.767126143144131470e+10	1.750008482420230103e+10	6.517782974145838737e+09	1.254731663958108664e+09	1.006740361983909249e+09	4.078014410017433763e+08	3.710018848052414060e+08	2.085244122746053711e+07	1.127009611259430647e+06	7.269707929299857824e+03	1.425916938245218262e+03	3.891561938383923120e+02
9.500000000000000000e+03	3.000000000000000000e+00	-5.000000000000000000e-01	8.592375345350952148e+11	6.221954003877807617e+11	4.891073740016524048e+11	5.084824200717808838e+11	6.221340888752998047e+11	7.298284245544627686e+11	1.032913013264337524e+12	1.203950546647230713e+12	1.089274971118960693e+12	1.024512489013891479e+12	8.975973597359738770e+11	8.613469299374387207e+11	7.951396899252338867e+11	7.022483526280408936e+11	6.379323585808010254e+11	6.178905006197624512e+11	5.634411799761625977e+11	5.659638683806173096e+11	3.996996702200490723e+11	3.899023938174741821e+11	3.861534041712067871e+11	3.834565739308856201e+11	4.248778595001038208e+11	3.923524616509345093e+11	3.409332441991968994e+11	2.996248899960839844e+11	2.152696520777694397e+11	2.111899523126715088e+11	1.918749763317920227e+11	2.012347664672796936e+11	1.839112575282468262e+11	2.087614171491160583e+11	1.437041596019738159e+11	1.337684935299564514e+11	1.275362254750505981e+11	1.124775437799437103e+11	4.779648816951670074e+10	1.748103960284021378e+10	6.533540312937299728e+09	1.256631155521859407e+09	1.008200748063030958e+09	4.081227974167595506e+08	3.713477377103250027e+08	2.087526991602775455e+07	1.128009684173204936e+06	7.280096273303493945e+03	1.428323552126390950e+03	3.898555957819938271e+02
9.500000000000000000e+03	3.500000000000000000e+00	-5.000000000000000000e-01	8.666318980845450439e+11	6.405765289754794922e+11	4.971526163591296387e+11	5.087579113155900879e+11	6.014539107633001709e+11	6.973326194872764893e+11	9.641617706546218262e+11	1.180604664723031982e+12	1.065363558611941528e+12	1.004379974541782715e+12	8.992790429042906494e+11	8.564541754190986328e+11	7.926777022457434082e+11	7.014357809953337402e+11	6.353992250120480957e+11	6.176016871044035645e+11	5.651083730631710205e+11	5.673754218302236328e+11	4.005936163163469849e+11	3.905633431361157227e+11	3.869170659416740112e+11	3.837580778893920288e+11	4.250024890122109375e+11	3.913065815672484741e+11	3.417989722050714722e+11	3.002784770244837646e+11	2.163128270788935852e+11	2.122273405752288513e+11	1.928395197516398926e+11	2.012418783471343384e+11	1.847673070871176453e+11	2.087583951058085938e+11	1.422587724118168945e+11	1.323892256400877075e+11	1.259956066544572449e+11	1.118434553314864807e+11	4.797759389241242981e+10	1.749532167191474152e+10	6.560569054005477905e+09	1.260616240323330641e+09	1.011467501376492858e+09	4.091834275869302750e+08	3.723522553864718676e+08	2.093456858474637941e+07	1.132009652904699091e+06	7.301542954461462614e+03	1.432470178890768693e+03	3.911529095882218030e+02
9.500000000000000000e+03	4.000000000000000000e+00	-5.000000000000000000e-01	8.497003315586926270e+11	6.707857198022790527e+11	5.128124827871109619e+11	5.178006046905273438e+11	5.883701407476734619e+11	6.691467885726729736e+11	8.920576092412518311e+11	1.142615998542273926e+12	1.031576530630552002e+12	9.761549729005037842e+11	8.967735561056108398e+11	8.463261673162353516e+11	7.863280594790385742e+11	6.981691312278552246e+11	6.309279194336645508e+11	6.160300809569857178e+11	5.665536352800958252e+11	5.683126041279719238e+11	4.017868231818444824e+11	3.915612305064436035e+11	3.880325160120077515e+11	3.837541493679224854e+11	4.246667632346960449e+11	3.895828824533995972e+11	3.431204266148144531e+11	3.013864404549716797e+11	2.179689452044107666e+11	2.138707633271999207e+11	1.944115724248193665e+11	2.016936176401542358e+11	1.862513256549641418e+11	2.091415558164682312e+11	1.412448600767608643e+11	1.313174726241126862e+11	1.246452283295267639e+11	1.110772531517118835e+11	4.822554406306270599e+10	1.754833860293732452e+10	6.596626048349550247e+09	1.266100620860164881e+09	1.016040648774891615e+09	4.106989516967921853e+08	3.737509878575999737e+08	2.102510961584609374e+07	1.136009709339866415e+06	7.328864542248572434e+03	1.438168948199798024e+03	3.927211672756949952e+02
9.500000000000000000e+03	4.500000000000000000e+00	-5.000000000000000000e-01	8.031404837731624756e+11	7.115676148747109375e+11	5.347532497934453125e+11	5.344468422766211548e+11	5.843836928710056152e+11	6.486768282985245361e+11	8.253514634087681885e+11	1.094198760932944580e+12	9.919312278485891113e+11	9.431043988881320801e+11	8.902962046204624023e+11	8.318271564479565430e+11	7.764637558576184082e+11	6.924490638347880859e+11	6.246909518614940186e+11	6.128701146854110107e+11	5.671679082240767822e+11	5.682548703912679443e+11	4.027028213346406860e+11	3.923174374101653442e+11	3.889214716677015381e+11	3.831394901471088867e+11	4.235898375544959106e+11	3.871187166763485107e+11	3.443670311692171021e+11	3.025522818038506470e+11	2.198723727485242920e+11	2.157638550864001770e+11	1.962628365705978088e+11	2.023454317143732910e+11	1.880561162884476013e+11	2.096660457608408813e+11	1.407478121369050903e+11	1.306134957205062103e+11	1.235770744162989197e+11	1.101095700396758118e+11	4.849797636402487946e+10	1.764231304790842438e+10	6.638403265622674942e+09	1.272392352055938005e+09	1.021300628055231094e+09	4.125333649507360458e+08	3.754181664443223476e+08	2.112028771227980405e+07	1.141009757153793238e+06	7.360021768904598503e+03	1.444633669775003909e+03	3.945178795441882471e+02
9.500000000000000000e+03	5.000000000000000000e+00	-5.000000000000000000e-01	7.177278574493278809e+11	7.627971042792836914e+11	5.630637703112089844e+11	5.585258237251265869e+11	5.905119488882416992e+11	6.382427476300847168e+11	7.696737691789886475e+11	1.037450692419824707e+12	9.482994271827265625e+11	9.065518061044583740e+11	8.785412541254129639e+11	8.127487996289246826e+11	7.626298594719077148e+11	6.837328910993006592e+11	6.165175364842199707e+11	6.076794005236873779e+11	5.664682061978551025e+11	5.666861447012730713e+11	4.030195901183981934e+11	3.925214805729497070e+11	3.892779622556540527e+11	3.816556711274871826e+11	4.214572367507391968e+11	3.837892018720521240e+11	3.452697928715689697e+11	3.035537619739882812e+11	2.218889828763927612e+11	2.177782139479917603e+11	1.982469563983853760e+11	2.031280319184729309e+11	1.900273588919396667e+11	2.102610268015689087e+11	1.408356915443010254e+11	1.303580806469934692e+11	1.229269226462116394e+11	1.090294383829290161e+11	4.878401949059799957e+10	1.777897302125133514e+10	6.683901604205983162e+09	1.279124451132735491e+09	1.026896755337412953e+09	4.145254611121635437e+08	3.772243025290305614e+08	2.121583459499487653e+07	1.146009805171609391e+06	7.391856794066204202e+03	1.451070001803791229e+03	3.962511014139561780e+02
9.750000000000000000e+03	0.000000000000000000e+00	-5.000000000000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
9.750000000000000000e+03	5.000000000000000000e-01	-5.000000000000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
9.750000000000000000e+03	1.000000000000000000e+00	-5.000000000000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
9.750000000000000000e+03	1.500000000000000000e+00	-5.000000000000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
9.750000000000000000e+03	2.000000000000000000e+00	-5.000000000000000000e-01	9.991593702370972900e+11	7.643825917805404053e+11	5.911009845772513428e+11	6.243174083178282471e+11	7.621110104315340576e+11	8.740756787464147949e+11	1.199671430362306152e+12	1.255498360058309326e+12	1.151811696727328369e+12	1.083145330404118286e+12	9.214729785478552246e+11	8.940679874218563232e+11	8.249155185543182373e+11	7.296990092157871094e+11	6.712467846120513916e+11	6.449419445312998047e+11	5.876044994040529785e+11	5.900045016072159424e+11	4.203316915980037231e+11	4.108812644701025391e+11	4.067120669990715942e+11	4.018565574747960815e+11	4.447282352703486328e+11	4.120354618632935791e+11	3.593516083451644287e+11	3.156912384010620117e+11	2.273596948739691162e+11	2.230602926785758362e+11	2.028477754080038757e+11	2.130704152719226379e+11	1.946125174449201660e+11	2.205857763905096436e+11	1.535119113588052063e+11	1.422619630676084595e+11	1.352916561368792725e+11	1.170048395498685150e+11	4.938683882053890228e+10	1.814699978916468048e+10	6.726499126058162689e+09	1.293700016024283886e+09	1.038069732590351820e+09	4.203420379892364144e+08	3.823262467434982061e+08	2.145191711319306120e+07	1.159009941333356081e+06	7.459339262247980514e+03	1.462287019088571242e+03	3.988496064250574022e+02
9.750000000000000000e+03	2.500000000000000000e+00	-5.000000000000000000e-01	1.049597760678538086e+12	7.422681665541794434e+11	5.627206761222801514e+11	5.909677590272838135e+11	7.265746640121127930e+11	8.439416353867669678e+11	1.180362872644172119e+12	1.289771319241982910e+12	1.174272067721311035e+12	1.102828050872466309e+12	9.447665016501652832e+11	9.132267481381265869e+11	8.413583822193427734e+11	7.421891964113486328e+11	6.791063209266986084e+11	6.531195945037886963e+11	5.939360846245535889e+11	5.967646991066905518e+11	4.218416318816146851e+11	4.118020963567760010e+11	4.076977474782393188e+11	4.047860225426190796e+11	4.487088288947837524e+11	4.155124606962896729e+11	3.597162377615372925e+11	3.160368373876425781e+11	2.263808299026001282e+11	2.220638917144933472e+11	2.017188259651212158e+11	2.121568764375371399e+11	1.934034784562972107e+11	2.200114195886353455e+11	1.522023578424449158e+11	1.413370566685218506e+11	1.346241604868169098e+11	1.173480965468809967e+11	4.941087387723081970e+10	1.807308445674210739e+10	6.710873433463161469e+09	1.288709634973888397e+09	1.033791324449371338e+09	4.183567673916025758e+08	3.805721837587231398e+08	2.135456871655714139e+07	1.153009911021922948e+06	7.434064750975957395e+03	1.458285754191341312e+03	3.979157732905018179e+02
9.750000000000000000e+03	3.000000000000000000e+00	-5.000000000000000000e-01	1.086428029667255127e+12	7.429576808810028076e+11	5.552684659873312988e+11	5.756502261327727051e+11	6.967942821903381348e+11	8.094555346059561768e+11	1.128289878372207031e+12	1.290400000000000244e+12	1.169060635182105469e+12	1.098486448203267334e+12	9.546740511551158447e+11	9.178477203287667236e+11	8.461885760513394775e+11	7.462960845165754395e+11	6.803247231294578857e+11	6.557029238233138428e+11	5.968464839094165039e+11	5.997256572921451416e+11	4.224983791025778198e+11	4.120876494191522827e+11	4.080764683077482300e+11	4.057870848039432373e+11	4.499792506683561401e+11	4.159427217811311035e+11	3.599494445720963135e+11	3.161569112958548584e+11	2.263305296409143372e+11	2.220079944710216675e+11	2.015646462368786621e+11	2.115090420677815857e+11	1.931411552274510193e+11	2.194906454412571106e+11	1.504832872408808289e+11	1.398624289309414978e+11	1.331965768847946625e+11	1.170324809878170319e+11	4.947626867744862366e+10	1.802421694580618668e+10	6.715698878489922523e+09	1.288699973828246593e+09	1.033721329195623636e+09	4.180748651039006710e+08	3.803690686833392382e+08	2.135163732548040524e+07	1.153009908753528493e+06	7.438577610886966795e+03	1.459217338216148391e+03	3.982852373724624613e+02
9.750000000000000000e+03	3.500000000000000000e+00	-5.000000000000000000e-01	1.107702294190746582e+12	7.590194680151014404e+11	5.599073051500963135e+11	5.719772043294600830e+11	6.721846050000025635e+11	7.738500960896269531e+11	1.058182334262866089e+12	1.270156086005831299e+12	1.147194798050014893e+12	1.080060076582969849e+12	9.579297442244227295e+11	9.144618773313424072e+11	8.449603698440889893e+11	7.463637440524465332e+11	6.782797923073908691e+11	6.559664303779560547e+11	5.988837306317049561e+11	6.015373817342974854e+11	4.233661876118785400e+11	4.126775553726195679e+11	4.087728134886876221e+11	4.061867436971745605e+11	4.502872665723778076e+11	4.150691680497824097e+11	3.606936250271183472e+11	3.166964387233012085e+11	2.271463878553207092e+11	2.228164348174096375e+11	2.022973916997909241e+11	2.113381111357553406e+11	1.937594215383832397e+11	2.193435781978762207e+11	1.488605848084409790e+11	1.383604912448711548e+11	1.315723113693637848e+11	1.164360074735139618e+11	4.961947371270478058e+10	1.801384709332378006e+10	6.735149468980601311e+09	1.291349620961282492e+09	1.035890100248450160e+09	4.187323479743883014e+08	3.810105337295180559e+08	2.139657448419778422e+07	1.155009899712383049e+06	7.454833632495020538e+03	1.462538016954598561e+03	3.993160799881080152e+02
