# Teff	logg	[Fe/H]	2MASS_H	2MASS_J	2MASS_Ks	GROUND_COUSINS_I	GROUND_COUSINS_R	GROUND_JOHNSON_U	GROUND_JOHNSON_V	GROUND_JOHNSON_B	TYCHO_B_MvB	TYCHO_V_MvB	STROMGREN_b	STROMGREN_u	STROMGREN_v	STROMGREN_y	GaiaDR2v2_G	GaiaDR2v2_RP	GaiaDR2v2_BP	PS1_g	PS1_i	PS1_r	PS1_w	PS1_y	PS1_z	SDSS_g	SDSS_i	SDSS_r	SDSS_u	SDSS_z	WISE_RSR_W1	WISE_RSR_W2	GALEX_FUV	GALEX_NUV	SPITZER_IRAC_36	SPITZER_IRAC_45	NGTS_I	TESS	KEPLER_Kp
3.000000000000000000e+03	0.000000000000000000e+00	2.000000000000000111e-01	1.404417936206053734e+09	1.437204953729131699e+09	6.704484208632766008e+08	1.657200237173459828e+08	3.640116173652629554e+07	4.983772500978427939e+06	7.898403652039383538e+06	6.130946543162321672e+06	5.281596430278353393e+06	6.774701081177800894e+06	2.056373374810498906e+06	2.209851166343455669e+06	8.512176702756881714e+06	7.561113073096537031e+06	1.040323233703854680e+08	1.894073633968261182e+08	7.722013034347417764e+06	5.208407798635747284e+06	1.334542089194974601e+08	1.226279025086633489e+07	6.116694831274034828e+07	5.324588794888185859e+08	2.699939974843826890e+08	4.738802216347217560e+06	1.247865512636441141e+08	1.199223554814671911e+07	4.072405106010596734e+06	3.537814614672796726e+08	1.190048451801578850e+08	3.860318350181968510e+07	2.759941080881368525e-13	1.382344738783757805e+02	1.155124130943829119e+08	4.316158472039815038e+07	9.234744657528297603e+07	2.188599080951499939e+08	5.915327157191110402e+07
3.000000000000000000e+03	0.000000000000000000e+00	2.000000000000000111e-01	1.455916388891398668e+09	1.473909808106850863e+09	6.927585525953764915e+08	1.360823766660438478e+08	2.865261122645563260e+07	6.066166433405349031e+06	5.811575456929509528e+06	5.121714330932636745e+06	4.357549964804556221e+06	4.969891175169807859e+06	1.454236327377715847e+06	2.718177131274706684e+06	5.989874496427838691e+06	5.582140913439756259e+06	8.516838304088440537e+07	1.557345482952536941e+08	5.785874005772802979e+06	3.802659855946680531e+06	1.081988065156158060e+08	8.929018600747136399e+06	4.916682543646454066e+07	4.369455405653154850e+08	2.255607741315260828e+08	3.459924780265038833e+06	1.010047967422220111e+08	8.746348305085632950e+06	5.147983619360829704e+06	2.932365042034453750e+08	1.241433155176937729e+08	4.158410418283154070e+07	1.492424795380549169e-14	1.069378862751838852e+02	1.218567554177243412e+08	4.643415703052182496e+07	7.539955658409127593e+07	1.800629155565492213e+08	4.797011060789299756e+07
3.000000000000000000e+03	5.000000000000000000e-01	-1.000000000000000056e-01	1.048941838630255461e+09	1.101831833332637787e+09	4.843520879019962549e+08	1.733691194220267236e+08	4.404942902269699425e+07	9.049079231529813260e+06	1.228581144152080081e+07	1.011023705372184701e+07	1.004469472656185925e+07	1.062989789453370683e+07	3.657694859739277977e+06	3.874995932750810403e+06	1.693154596143110469e+07	1.174099563220846094e+07	1.066046827420460880e+08	1.894458208107167482e+08	1.235597286420471407e+07	8.412620239373184741e+06	1.422136344474709630e+08	1.917102779991731420e+07	6.834658990959535539e+07	4.960542618897349834e+08	2.634873021338794827e+08	7.936393533025022596e+06	1.338792998953490257e+08	1.876989691154513508e+07	7.313383285018634051e+06	3.367726155073603392e+08	8.648724877153855562e+07	2.626194319746490940e+07	5.568047520766686965e-09	3.643185986159920162e+02	8.077774421098059416e+07	2.920493653877999261e+07	9.823162814936712384e+07	2.134238388081426322e+08	6.469915989433331788e+07
3.000000000000000000e+03	5.000000000000000000e-01	-2.999999999999999889e-01	1.736779960373985767e+09	1.936432580600341320e+09	7.781513309276665449e+08	3.306056399856868386e+08	8.187284807560506463e+07	1.630860423827646859e+07	2.242709123946606368e+07	1.833207111329514533e+07	1.816293476138735563e+07	1.940693106583060697e+07	6.701729870204987936e+06	6.967058418212801218e+06	3.007978232787922025e+07	2.153733128675844148e+07	2.013943278865991533e+08	3.589000236630495191e+08	2.236192322098867595e+07	1.550758227046713233e+07	2.700897544988182783e+08	3.424595173274923861e+07	1.288977391870944947e+08	9.299391883119804859e+08	5.037577885775738955e+08	1.458091024341127649e+07	2.540280354605976343e+08	3.357113665347225964e+07	1.316215758159680851e+07	6.379134900828129053e+08	1.390926835672778785e+08	4.786059387350049615e+07	2.798769697853100026e-09	6.555396350075162673e+02	1.336171159775093645e+08	5.332617315429861099e+07	1.862251057436302304e+08	4.026403057001342177e+08	1.222346196132555008e+08
3.000000000000000000e+03	5.000000000000000000e-01	-5.000000000000000000e-01	9.063716767447484732e+08	1.012215788593771935e+09	4.041478914852237701e+08	2.239889220001834333e+08	5.687318664017852396e+07	9.497671995644966140e+06	1.654571543769254163e+07	1.287848606051419303e+07	1.300213943830877915e+07	1.441831182797883824e+07	5.323933080515377223e+06	4.012643087175832596e+06	2.164991462865080684e+07	1.584887867407980934e+07	1.337427649318192154e+08	2.368136192787518799e+08	1.623066291100220196e+07	1.182260495354938507e+07	1.844343486363268793e+08	2.448005924420998618e+07	8.869084332040530443e+07	5.883710565278253555e+08	3.304007677060335279e+08	1.115047331588535383e+07	1.737632708434067965e+08	2.402150967604497820e+07	7.540611557899423875e+06	4.105876345848632455e+08	7.346591909847900271e+07	2.506591499937579781e+07	1.830215356833846102e-08	5.136219720069395862e+02	6.959920014255037904e+07	2.787591539941583946e+07	1.260160989981000870e+08	2.612510053167203069e+08	8.337316574977478385e+07
3.000000000000000000e+03	5.000000000000000000e-01	0.000000000000000000e+00	1.037729717835376859e+09	1.082891821062574148e+09	4.883221267069841623e+08	2.496910688722076714e+08	6.166733026420071721e+07	7.698502186584617943e+06	1.729377715198792890e+07	1.282118986005111970e+07	1.273838962395243160e+07	1.513381133444183692e+07	5.647846314018973149e+06	3.343512413284381386e+06	2.148833341384141892e+07	1.639346266140598990e+07	1.479592733152687848e+08	2.631453467879083157e+08	1.666668645279179513e+07	1.256023469259342924e+07	2.064431792044839263e+08	2.504221179066829383e+07	9.806408416942551732e+07	6.563643922312057018e+08	3.658980711022185087e+08	1.182461328162109666e+07	1.943837889292670786e+08	2.455179978637232631e+07	6.041721601283511147e+06	4.558272847057322860e+08	8.901912266464845836e+07	2.640559233154793829e+07	3.252135173401308457e-09	4.545527870734816247e+02	8.213488404311510921e+07	2.941280163204143569e+07	1.393350336771683395e+08	2.898708096777778268e+08	9.186613074126543105e+07
3.000000000000000000e+03	5.000000000000000000e-01	0.000000000000000000e+00	9.783151645045880079e+08	1.028770930283465028e+09	4.566798157599541545e+08	1.487383832520717084e+08	3.796795411102574319e+07	7.794799022515190765e+06	1.056466032029242069e+07	8.122229701946496032e+06	7.875288610166260041e+06	9.110196388222156093e+06	3.050186756386761088e+06	3.394544215755789541e+06	1.258792814062424377e+07	1.012537407331847213e+07	9.144399156658183038e+07	1.624288384365709722e+08	1.056942859579372033e+07	6.958943801186217926e+06	1.211921615148823261e+08	1.681522548380009457e+07	5.853479484501849115e+07	4.227582240306266546e+08	2.274509256130264103e+08	6.444904139468130656e+06	1.141264402912319005e+08	1.645420945492299087e+07	6.373490600945134647e+06	2.892885834389623404e+08	8.237429667902289331e+07	2.546923614001096785e+07	2.499936499360347099e-09	2.969597330778725564e+02	7.743539342689763010e+07	2.832375428488617390e+07	8.445334974232833087e+07	1.830880134584918022e+08	5.560484721578755975e+07
3.000000000000000000e+03	5.000000000000000000e-01	2.000000000000000111e-01	9.953077909194002151e+08	1.023527030158028007e+09	4.724650879117876291e+08	1.785716599841369390e+08	4.508786937927307189e+07	6.093684394082460552e+06	1.239480622945836186e+07	8.657281333514822647e+06	8.294685669414179400e+06	1.072632074547138065e+07	3.684075000881229993e+06	2.681729873701216187e+06	1.397976755763986707e+07	1.185497730637948215e+07	1.088830500903866887e+08	1.939164045900020599e+08	1.211158636996995844e+07	8.295770866902973503e+06	1.466948851436843872e+08	1.935277694191877544e+07	7.025389055790649354e+07	5.021886405917676091e+08	2.701976466381855607e+08	7.636686865590164438e+06	1.380974611053596437e+08	1.893250786868049949e+07	4.863150570944768377e+06	3.430563266425960064e+08	8.538714433565029502e+07	2.543490718225001916e+07	1.388840250844729467e-09	3.114180570844827685e+02	7.952732897203926742e+07	2.834778077770206705e+07	1.009346461429334879e+08	2.172537763985233903e+08	6.641398566238576174e+07
3.000000000000000000e+03	5.000000000000000000e-01	2.000000000000000111e-01	1.575776700955246449e+09	1.740174080186237097e+09	7.258286516479492188e+08	2.028195217434537411e+08	4.518165394723422825e+07	1.089810287567272410e+07	1.042020130070650019e+07	9.067505537478048354e+06	8.350671399939619005e+06	8.945825584219589829e+06	2.793460516844731290e+06	4.833733177185328677e+06	1.181089910202316195e+07	1.004960376603926346e+07	1.245342639587581903e+08	2.254885094798547626e+08	1.041647428254196048e+07	6.962627206548706628e+06	1.622336793847961724e+08	1.586547036095519364e+07	7.514459358925808966e+07	6.064086504773697853e+08	3.248787715804752111e+08	6.421457867891159840e+06	1.519040481027044356e+08	1.554756932163344324e+07	9.152649824321310967e+06	4.145960051303631663e+08	1.305956613980923146e+08	4.643018650993682444e+07	2.279395270099239880e-12	2.446372021400007384e+02	1.286319999644200057e+08	5.186846917675416917e+07	1.127227795485309958e+08	2.568776159379333854e+08	7.252693651903264225e+07
3.000000000000000000e+03	1.000000000000000000e+00	-1.000000000000000056e-01	1.038663020844643831e+09	1.148138247844939709e+09	4.653892366478745937e+08	2.259399977795056999e+08	6.043820141880388558e+07	1.386803950730949081e+07	1.861429666723233461e+07	1.564880520699698292e+07	1.613349873956258036e+07	1.619249199112860486e+07	5.989543665716642514e+06	5.935356715034956113e+06	2.707351014968537912e+07	1.790703159058837965e+07	1.366290036582547128e+08	2.398059426976401806e+08	1.871460159636747465e+07	1.316485298390639387e+07	1.861678826489168406e+08	2.826078620833967626e+07	9.134297898633775115e+07	5.960228896112889051e+08	3.320293316103989482e+08	1.254863684011021070e+07	1.757761187740028501e+08	2.772130467809316143e+07	1.113622343741340376e+07	4.144627959697383642e+08	8.259829245529572666e+07	2.671842912250677869e+07	8.245084195037532825e-08	6.917891937209822117e+02	7.763180864039120078e+07	2.973471196849759668e+07	1.287193469421640933e+08	2.654567173451085687e+08	8.584602730950275064e+07
3.000000000000000000e+03	1.000000000000000000e+00	0.000000000000000000e+00	9.676440660996947289e+08	1.076430523905918598e+09	4.376237940541033149e+08	1.944932760904420018e+08	5.242787361881314218e+07	1.194221437381939963e+07	1.606781998632132076e+07	1.259716562853114307e+07	1.272171569778337888e+07	1.392593687723371200e+07	4.997032890528746881e+06	5.187394528348036110e+06	2.043255832622399554e+07	1.548811080124315247e+07	1.179050389817935973e+08	2.069061115869770050e+08	1.606922263583036885e+07	1.090828192397143692e+07	1.594281515823059678e+08	2.497179004582061991e+07	7.861571456876921654e+07	5.131281492534501553e+08	2.879988850259546638e+08	1.021735162849954329e+07	1.505777073938143551e+08	2.447282835116793215e+07	9.690684676920376718e+06	3.586957830807985663e+08	7.865879848669882119e+07	2.590065937037494779e+07	4.358394362668861546e-08	5.664251458730996092e+02	7.432460093246893585e+07	2.882136594609071314e+07	1.111835047093367875e+08	2.294497556935720444e+08	7.412222997463162243e+07
3.000000000000000000e+03	1.000000000000000000e+00	2.000000000000000111e-01	9.869307794863269329e+08	1.058891201211613417e+09	4.528523283138839006e+08	2.285016624028998017e+08	6.045067898791788518e+07	9.320746916458837688e+06	1.829595965489316732e+07	1.310698516200516559e+07	1.309827252490758151e+07	1.591554402257222496e+07	5.870447686648757197e+06	4.134201333804697264e+06	2.185374921321252733e+07	1.763840860760783777e+07	1.369308487055531740e+08	2.410491687321308851e+08	1.786448105597795546e+07	1.264890665913535655e+07	1.883096794234781563e+08	2.775502451925913244e+07	9.195101497608374059e+07	5.928102788752399683e+08	3.347373100732011199e+08	1.176237704485550709e+07	1.777687229909970462e+08	2.720838379258616269e+07	7.410939121299555525e+06	4.150785879162640572e+08	8.134263885638938844e+07	2.584973352040007710e+07	2.158523982759366798e-08	5.811360360302902563e+02	7.621722866414478421e+07	2.881493474314003810e+07	1.297225871417289674e+08	2.655151123629796803e+08	8.635568399185778201e+07
3.000000000000000000e+03	1.000000000000000000e+00	2.000000000000000111e-01	1.042425826049222112e+09	1.128747888757588387e+09	4.804424043696646094e+08	1.768611524354966283e+08	4.760946076538334042e+07	1.160991145949351788e+07	1.435045964313124493e+07	1.136886320030627400e+07	1.137889808476058207e+07	1.240876092547968961e+07	4.340578894817204215e+06	5.069789074252251536e+06	1.798646260250094533e+07	1.380854068970724009e+07	1.080266949523091316e+08	1.898044832752196491e+08	1.445311307584281825e+07	9.563710977565139532e+06	1.446807904196327031e+08	2.271074579668068141e+07	7.131783938091118634e+07	4.777265743193325400e+08	2.641611731645547152e+08	8.937215204140350223e+06	1.366230161804477274e+08	2.223603723227651045e+07	9.493217983245840296e+06	3.315638590061837435e+08	8.593961015785832703e+07	2.661571607474054769e+07	2.854408218539476683e-08	4.842170533817937894e+02	8.055904911629599333e+07	2.961664944968300685e+07	1.012492196614542156e+08	2.118557363696410954e+08	6.738271492498454452e+07
3.000000000000000000e+03	-5.000000000000000000e-01	-1.000000000000000056e-01	1.083865090788897038e+09	1.122867647606622696e+09	5.101182866059944034e+08	9.305902344692736864e+07	1.799041647732152790e+07	3.217972583263998851e+06	2.983299652669699863e+06	3.018871062623658683e+06	2.371734375697549898e+06	2.553361100891143084e+06	7.189002922448490281e+05	1.435059529956888640e+06	3.367110999358328525e+06	2.837728703523794655e+06	5.970395172694496065e+07	1.104671243892259598e+08	2.935195526256675832e+06	2.047733981996771879e+06	7.389500964431449771e+07	4.344226772688708268e+06	3.259239508163073659e+07	3.258387925951871872e+08	1.607113112445906997e+08	1.885202187818871578e+06	6.868870123650614917e+07	4.249024376623825170e+06	2.721537458431723993e+06	2.137212616128786504e+08	9.530139581366787851e+07	3.383617900302997977e+07	2.176864271807696908e-15	4.740014659066945768e+01	9.408354736644069850e+07	3.773549902283488214e+07	5.134164761759582907e+07	1.299115122751192749e+08	3.219122979894151911e+07
3.000000000000000000e+03	-5.000000000000000000e-01	-2.999999999999999889e-01	1.363118607558962584e+09	1.386377712529551029e+09	6.260633854322329760e+08	1.242540927783550769e+08	2.541517283106841892e+07	4.390513099079346284e+06	4.804138673457560129e+06	4.554882013250602409e+06	3.777129008127587847e+06	4.116752471581076737e+06	1.201946028649350628e+06	1.905000352217176231e+06	5.851606850311415270e+06	4.578666022045157850e+06	7.972527728718474507e+07	1.463806084324800074e+08	4.756894711638042703e+06	3.269919956933034584e+06	9.944880102222238481e+07	7.209627677933814004e+06	4.454972851674554497e+07	4.302810973166010380e+08	2.099319047523354888e+08	3.024286061219339259e+06	9.265667307471427321e+07	7.058469818921529688e+06	3.644238735750775319e+06	2.807508496670777202e+08	1.087793489521637410e+08	3.681732289585898072e+07	2.706891698491964369e-15	8.341002596147443171e+01	1.071537985446847528e+08	4.113051231831204146e+07	6.892148546144951880e+07	1.722954506160627902e+08	4.360471769623654336e+07
3.000000000000000000e+03	-5.000000000000000000e-01	-5.000000000000000000e-01	2.030980695728926420e+09	2.013254600362653255e+09	9.451837393426909447e+08	4.888380501595801711e+08	9.965713780074030161e+07	6.790466543452068232e+06	2.110350933756752685e+07	1.682144628758262843e+07	1.555443395901204273e+07	1.894997101577379927e+07	7.466226242766949348e+06	2.765766547096464317e+06	2.455966050784326345e+07	1.864155807390024140e+07	2.817171713190900683e+08	5.134138697541909814e+08	1.867261489008726180e+07	1.792188363257633522e+07	4.063035415349261165e+08	2.374468133601354435e+07	1.805243075376831591e+08	1.313382818546531200e+09	7.223730785091996193e+08	1.723502665349249542e+07	3.803245672470393777e+08	2.323449291005541384e+07	5.183111751363779418e+06	9.050754279902564287e+08	1.591271038756029308e+08	4.534924919283105433e+07	1.217637582592665411e-13	2.637715765040604765e+02	1.501673211387509704e+08	5.085452041063362360e+07	2.619460866575618386e+08	5.667939921512938738e+08	1.682212070057318807e+08
3.000000000000000000e+03	-5.000000000000000000e-01	-5.000000000000000000e-01	1.403522149578197241e+09	1.458723911552239895e+09	6.221218772204291821e+08	1.462599751453020871e+08	3.015584870476493612e+07	4.823073890686580911e+06	5.768420385785890743e+06	5.526463156194442883e+06	4.714039048904826865e+06	4.956582828037605621e+06	1.482621402032317361e+06	2.042124024964648066e+06	7.745849857364916243e+06	5.473926900471093133e+06	9.396441369801805913e+07	1.724388412652482688e+08	5.709325711521914229e+06	4.024501693823129404e+06	1.180255375577658415e+08	8.571729820358728990e+06	5.279139897100344300e+07	5.082393244775820374e+08	2.457058060329802334e+08	3.767476976288560778e+06	1.099747807322929204e+08	8.388072238378137350e+06	3.937543659536459949e+06	3.298984478515684605e+08	1.053562509032383859e+08	3.675806110131785274e+07	1.404346691620305938e-14	1.051832957404603661e+02	1.044238683295132518e+08	4.111443155009052157e+07	8.121296092052179575e+07	2.028618493976564705e+08	5.145355138786426187e+07
