# Teff	logg	[Fe/H]	2MASS_H	2MASS_J	2MASS_Ks	GROUND_COUSINS_I	GROUND_COUSINS_R	GROUND_JOHNSON_U	GROUND_JOHNSON_V	GROUND_JOHNSON_B	TYCHO_B_MvB	TYCHO_V_MvB	STROMGREN_b	STROMGREN_u	STROMGREN_v	STROMGREN_y	GaiaDR2v2_G	GaiaDR2v2_RP	GaiaDR2v2_BP	PS1_g	PS1_i	PS1_r	PS1_w	PS1_y	PS1_z	SDSS_g	SDSS_i	SDSS_r	SDSS_u	SDSS_z	WISE_RSR_W1	WISE_RSR_W2	GALEX_FUV	GALEX_NUV	SPITZER_IRAC_36	SPITZER_IRAC_45	NGTS_I	TESS	KEPLER_Kp
2.300000000000000000e+03	0.000000000000000000e+00	5.000000000000000000e-01	8.638306148954412937e+08	1.615629051258050442e+09	4.399570747514606118e+08	7.499442780553163588e+07	1.327637994955014810e+07	8.061997078629199415e+06	2.584178452991701663e+06	6.398367960049888119e+06	5.838815186355704442e+06	2.500248644084008411e+06	9.997319878012679983e+05	4.787471941997040994e+06	1.091308217872046120e+07	1.943248562358670169e+06	6.586045635268259048e+07	1.255373661746031344e+08	3.603701066706520040e+06	2.693542632751242258e+06	4.722387137910527736e+07	4.551786650352778845e+06	2.055064211398743093e+07	4.924493264389579296e+08	1.982168077510240972e+08	3.103136195629119407e+06	4.339439442368145287e+07	4.182730433364767581e+06	7.185471032961491495e+06	2.822266016441428065e+08	9.956495323277391493e+07	4.130471771239572018e+07	1.808561790872221630e-12	1.716595845023194897e+02	1.021385644434118867e+08	4.599906468949447572e+07	3.754474245074505359e+07	1.666689598797208667e+08	2.424263334943132102e+07
2.300000000000000000e+03	5.000000000000000000e-01	5.000000000000000000e-01	9.726066027067129612e+08	1.493269856472613573e+09	4.785621245355353951e+08	8.919960318905995786e+07	1.619823440785256214e+07	5.824109823582842015e+06	3.292863283576869406e+06	5.878067269413629547e+06	5.105732233527482487e+06	3.131736310532737523e+06	1.239469647810427705e+06	3.166313965316060465e+06	9.097443189024010673e+06	2.550723690123611595e+06	7.482426978676158190e+07	1.426410287165224552e+08	4.040693029571447521e+06	3.066072367833083030e+06	5.675791127483000606e+07	5.776382840694764629e+06	2.487491085231325403e+07	5.397981804933539629e+08	2.259545630503082871e+08	3.340195944561669603e+06	5.219936103613772988e+07	5.342436762128723785e+06	4.965836034446131438e+06	3.145130285268851519e+08	1.044608721325600296e+08	4.358635086230552197e+07	4.819279793982399504e-12	2.579987549764635446e+02	1.069111346625205129e+08	4.855305163196814805e+07	4.482588066750105470e+07	1.854726695623908937e+08	2.899924516802699119e+07
2.300000000000000000e+03	1.000000000000000000e+00	5.000000000000000000e-01	1.002180557984957337e+09	1.538129163455544710e+09	4.863202952679706812e+08	1.040075040917420685e+08	1.935266299608745798e+07	7.827690110898105428e+06	4.108020592193908524e+06	7.681447348373867571e+06	7.087785797587553039e+06	3.900130694894813001e+06	1.542738067753385054e+06	4.206171692727102898e+06	1.290265197945307381e+07	3.225892000539436936e+06	8.651001098240917921e+07	1.645857607696457207e+08	5.209409469219471328e+06	3.867261015131888445e+06	6.593088662957281619e+07	7.362416814989383332e+06	2.916106000126219913e+07	6.168589306502983570e+08	2.614585698983540237e+08	4.285657905013801530e+06	6.070077331148029119e+07	6.861311477386497892e+06	6.591035416501775384e+06	3.608007746559681296e+08	1.063668727149849683e+08	4.458893403560106456e+07	1.096240887850417830e-11	3.368971372207420245e+02	1.086237987867830545e+08	4.965714685187093168e+07	5.223656700934629887e+07	2.127728043197419345e+08	3.392939122452358156e+07
2.300000000000000000e+03	1.500000000000000000e+00	5.000000000000000000e-01	9.817588353878492117e+08	1.635642495008885622e+09	4.780459332703345418e+08	1.174575810967967808e+08	2.189993391258433089e+07	1.171390044144769944e+07	4.712442496322772466e+06	1.036927562255735509e+07	1.016781463950206898e+07	4.467089833290580660e+06	1.754727629681735998e+06	6.412411880845038220e+06	1.888554964960552007e+07	3.725096970831358340e+06	9.763377239913101494e+07	1.854890093369340003e+08	6.395848262018854730e+06	4.661355218260095455e+06	7.424748327391661704e+07	8.510268509712986648e+06	3.283547853242252767e+07	6.946220407764790058e+08	2.951234868068359494e+08	5.357230405616454780e+06	6.828819830459131300e+07	7.970172895642671734e+06	9.893766882396990433e+06	4.062877402613150477e+08	1.075319565728253722e+08	4.521872709902726114e+07	2.282663989807674621e-11	4.278157556716204795e+02	1.094550147015949488e+08	5.032970570516078919e+07	5.886184905985359102e+07	2.395633496050598323e+08	3.825760150643217564e+07
2.300000000000000000e+03	2.000000000000000000e+00	5.000000000000000000e-01	8.296104177497577667e+08	1.445730487764939070e+09	4.594616611985320449e+08	1.640991639636229277e+08	3.394735150938030332e+07	9.407601277929013595e+06	8.222804577972285450e+06	9.853200005431260914e+06	9.315524443389963359e+06	7.429763089425564744e+06	2.693257620538700838e+06	5.239585644185097888e+06	1.622593168469704501e+07	7.306220003782426938e+06	1.191995753133892566e+08	2.230537679520100057e+08	9.280021870224133134e+06	6.539873163919229992e+06	1.113206293692817837e+08	1.430890135478979349e+07	5.113760181615284085e+07	7.340525312387506962e+08	3.505970053426193595e+08	6.635393445507805794e+06	1.029255444623534381e+08	1.359672422871021740e+07	7.889582820110294037e+06	4.567454430418521762e+08	1.193233543918699175e+08	4.930129691950114071e+07	2.551262738947080601e-10	5.180771786784563346e+02	1.166597036191865206e+08	5.453189819445521384e+07	8.518025488716636598e+07	2.721580145568969250e+08	5.561493231034474820e+07
2.300000000000000000e+03	2.500000000000000000e+00	5.000000000000000000e-01	8.068885448042579889e+08	1.322739318641840696e+09	4.651981184308838248e+08	1.982609868866066933e+08	4.502635330105909705e+07	6.752585225493915379e+06	1.183967209896175005e+07	9.369840365992775187e+06	8.456754503117509186e+06	1.055921040638037585e+07	3.828361554886246100e+06	3.778007735205766745e+06	1.406502136179667152e+07	1.100880641073119640e+07	1.347135940275542438e+08	2.485228312994136214e+08	1.236059449444998056e+07	8.470891394086042419e+06	1.395995283429391384e+08	2.064580534684122726e+07	6.640210342933550477e+07	7.447659912302356958e+08	3.868614417402377129e+08	7.976486547023067251e+06	1.301147396855908930e+08	1.973566202393199876e+07	5.568941268820290454e+06	4.855794385954646468e+08	1.280814878801285774e+08	5.247152569337880611e+07	2.118956707989026651e-09	5.998853889959910930e+02	1.219291683243946582e+08	5.781042206018979847e+07	1.054313129290810674e+08	2.926083570087795258e+08	6.949985066635739803e+07
2.300000000000000000e+03	3.000000000000000000e+00	5.000000000000000000e-01	8.254812196790595055e+08	1.322432865221747398e+09	4.748079933279264569e+08	2.182810548797400594e+08	5.123197462846755236e+07	5.469760989111947827e+06	1.385529479164531268e+07	9.508926407318158075e+06	8.409811246298803017e+06	1.234533957362083346e+07	4.585853344809703529e+06	3.086089805822206661e+06	1.398276602183443680e+07	1.302050671405613609e+07	1.451707453148595989e+08	2.665580406889284253e+08	1.424563787624943256e+07	9.659958230933927000e+06	1.546755009043194056e+08	2.444803213496186584e+07	7.447434014455300570e+07	7.711593187183668613e+08	4.142781612269314528e+08	8.898614656785201281e+06	1.445144137031767964e+08	2.346159273952161521e+07	4.437315069723855704e+06	5.118137396314300299e+08	1.300221582687668353e+08	5.297579748445256799e+07	4.502696773585211350e-09	6.112276466060677649e+02	1.238383429604490846e+08	5.839542953851734847e+07	1.168067267334954143e+08	3.095611353240750432e+08	7.733321297067591548e+07
2.300000000000000000e+03	3.500000000000000000e+00	5.000000000000000000e-01	8.530050174373726845e+08	1.354088421520045042e+09	4.837586976445755363e+08	2.324568969568662345e+08	5.417472261349257827e+07	4.262339902899449691e+06	1.461609406708345003e+07	9.409399999547647312e+06	8.198710838403694332e+06	1.300645905990429223e+07	4.918608829089415260e+06	2.442646913654516917e+06	1.409574423890785873e+07	1.392711495491515473e+07	1.523682275859331489e+08	2.801274487160453796e+08	1.492592895140348189e+07	1.011784230941617303e+07	1.640365216683786511e+08	2.584445688490615040e+07	7.880762181510321796e+07	7.974453865806258917e+08	4.369809224809340239e+08	9.202113218819823116e+06	1.531810632014797926e+08	2.490695541283739731e+07	3.383977992207506206e+06	5.342322412661432028e+08	1.291795875266830176e+08	5.220072249919743836e+07	5.924226250733584265e-09	4.812779213696525744e+02	1.241045263267692327e+08	5.767021557945884764e+07	1.239221000637315512e+08	3.225739366022785306e+08	8.196328152678225935e+07
2.300000000000000000e+03	4.000000000000000000e+00	5.000000000000000000e-01	8.805449940960477591e+08	1.382943938435935497e+09	4.896752250075300932e+08	2.686608983377909064e+08	6.656462794490224868e+07	2.803639995874992572e+06	1.851735874383175746e+07	9.431021461012573913e+06	7.911366329989374615e+06	1.628802060064435378e+07	6.015189355044748634e+06	1.627160364683681633e+06	1.359506860644283891e+07	1.806787355676412955e+07	1.704406696415798664e+08	3.109753732600743175e+08	1.881767830738512799e+07	1.175537490985978208e+07	1.899625968490290046e+08	3.448913087868951261e+07	9.351075104524028301e+07	8.332978476200941801e+08	4.846711159529855251e+08	1.023123162117064558e+07	1.782203492843810022e+08	3.346825693980217725e+07	2.132305931122496258e+06	5.759026057260819674e+08	1.260859803922537863e+08	5.009785492487660050e+07	2.866037837519060819e-09	2.465128489097229192e+02	1.228452332816701084e+08	5.557164304404451698e+07	1.446387985920787454e+08	3.498418108567203879e+08	9.628427025770540535e+07
2.300000000000000000e+03	4.500000000000000000e+00	5.000000000000000000e-01	9.129616863882625103e+08	1.408852500438760281e+09	4.956993371339841485e+08	3.204554891005088091e+08	8.456095905256859958e+07	1.601561631617804291e+06	2.437242586639871076e+07	9.878754557428592816e+06	7.826222579825052060e+06	2.140151741508347541e+07	8.182916673866912723e+06	9.212671265725663397e+05	1.239674323477111757e+07	2.437401717786504328e+07	1.954358975426441133e+08	3.527575910866030455e+08	2.476870957707953826e+07	1.460741037973669358e+07	2.294376946025196016e+08	4.669421921878746897e+07	1.157863300294570476e+08	8.697520875189174414e+08	5.464817119855738878e+08	1.225397429224181548e+07	2.163757415181383789e+08	4.567162662505340576e+07	1.120097632799927378e+06	6.277157124924170971e+08	1.223612224561571628e+08	4.735686465920282155e+07	2.017051546289772204e-09	9.181405379638874820e+01	1.212078930540105253e+08	5.283294668786453456e+07	1.744647042373871207e+08	3.853343715071470141e+08	1.171379370522640198e+08
2.300000000000000000e+03	5.000000000000000000e+00	5.000000000000000000e-01	9.494616703818820715e+08	1.437836292655246258e+09	5.000827883925455809e+08	3.617959347143049836e+08	9.635690538191787899e+07	8.471964953062664717e+05	2.749414785195157677e+07	9.704661236109456047e+06	7.128622263031248003e+06	2.415382146658206731e+07	9.624082119830019772e+06	4.601442192614550586e+05	1.030666537793139927e+07	2.810352994139649719e+07	2.146542843723104596e+08	3.864326569520670176e+08	2.764755969237305224e+07	1.620293367904330045e+07	2.628674593622106612e+08	5.288688165188600123e+07	1.328702070887853801e+08	9.074228060306993723e+08	5.947699205375034809e+08	1.329438601521142200e+07	2.486915665822119713e+08	5.165095004294807464e+07	5.212393677571595763e+05	6.706629766246842146e+08	1.184915238998918235e+08	4.440937609453710914e+07	1.940464156541193961e-09	3.228876643814195546e+01	1.196374849563018084e+08	4.990071992557909340e+07	1.969648643653592169e+08	4.141876396037665606e+08	1.323426452606029958e+08
2.300000000000000000e+03	5.500000000000000000e+00	5.000000000000000000e-01	9.666076860052245855e+08	1.470068980140531301e+09	4.881131089375038743e+08	4.354238014632107615e+08	1.296429423585591465e+08	4.194563656614061329e+05	3.846178526931636035e+07	1.022886689000673592e+07	6.697811155845195055e+06	3.345870105280771106e+07	1.265187344013282098e+07	1.859903329730665428e+05	7.650427644672597758e+06	3.930585942102681845e+07	2.548398577807444930e+08	4.503829693222790360e+08	3.898861160190174729e+07	2.006811782569962740e+07	3.238405639556063414e+08	7.711969227445437014e+07	1.701710220924166441e+08	9.759714082438292503e+08	6.816876554515535831e+08	1.581289271721553802e+07	3.095744817715495229e+08	7.615273525881083310e+07	2.186025440841783129e+05	7.497835483397364616e+08	1.142949569412470758e+08	4.153260088549842685e+07	2.350891482318248435e-09	1.361671285682802335e+01	1.175886472723023742e+08	4.700521598110464960e+07	2.439085331453411877e+08	4.726985594318981171e+08	1.660144398611439466e+08
2.300000000000000000e+03	6.000000000000000000e+00	5.000000000000000000e-01	9.681869496863309145e+08	1.540789445293777704e+09	4.539597267630522251e+08	4.616711773646535277e+08	1.441868161143582761e+08	2.436691179333824257e+05	4.082641694507047534e+07	9.360256358097355813e+06	5.456532314192270860e+06	3.526665005373169482e+07	1.250573148370007798e+07	8.317913612165328232e+04	5.038405859876697883e+06	4.091177832714193314e+07	2.757017747458480597e+08	4.861229181284095049e+08	4.266902131518343836e+07	1.923686791421858594e+07	3.489403526156842709e+08	8.763615279834686220e+07	1.856629799196893275e+08	1.037116143021633506e+09	7.400981632949754000e+08	1.483519628608979285e+07	3.353936736006323695e+08	8.622800446520277858e+07	1.235728403152630926e+05	8.104316456660119295e+08	1.124179468793960363e+08	3.998175407264129817e+07	4.150118594940278989e-09	9.760510494976704976e+00	1.168091027426969409e+08	4.550768695493843406e+07	2.645474743114626110e+08	5.102246773733533621e+08	1.802348544644042552e+08
2.400000000000000000e+03	0.000000000000000000e+00	5.000000000000000000e-01	1.064270888171899438e+09	1.706710528854430199e+09	5.209676036612317562e+08	9.222608266513259709e+07	1.734371873719270155e+07	5.525373074015239254e+06	3.620803204587737098e+06	5.752061568891059607e+06	4.882396815104776993e+06	3.377036033288799226e+06	1.265446695423292695e+06	2.995170184874866158e+06	9.076991513992846012e+06	2.999855324955761433e+06	7.507146190112411976e+07	1.422623730076381266e+08	4.250688177186280489e+06	3.214892354646833614e+06	6.080010518297343701e+07	6.198885125079140067e+06	2.705246248555048555e+07	5.268038642629097104e+08	2.223711144561889172e+08	3.383184632847918198e+06	5.606930573700711876e+07	5.735571214886141010e+06	4.761755781638910063e+06	3.095640271631303430e+08	1.119356010642396808e+08	4.518327062078770995e+07	6.926135563184239595e-12	1.726333350892370220e+02	1.134564497705567628e+08	5.032341164287828654e+07	4.712987439847825468e+07	1.837073643805479109e+08	3.048704323921134323e+07
2.400000000000000000e+03	5.000000000000000000e-01	5.000000000000000000e-01	1.133352784909935713e+09	1.771552267903422594e+09	5.480776146518586874e+08	1.177410638724523038e+08	2.203450459627095610e+07	7.890265822331511416e+06	4.915677990444064140e+06	8.212587698363495991e+06	7.487606106988295913e+06	4.652689179521666840e+06	1.876614936337397434e+06	4.218280774602605961e+06	1.377338622835488617e+07	3.988070206540230196e+06	9.418715523641505837e+07	1.784429791219798625e+08	5.842281700411653146e+06	4.651744162274784409e+06	7.690587304376913607e+07	7.974742815970132127e+06	3.415639677708254755e+07	6.500156201393837929e+08	2.813503483878500462e+08	5.011328826545381919e+06	7.084502197311665118e+07	7.421686345453207381e+06	6.675751869707628153e+06	3.851096920866721272e+08	1.174367295748885572e+08	4.791370976587372273e+07	1.980791434862280915e-11	3.347313977665824609e+02	1.188517215646654963e+08	5.339193395026914775e+07	5.966414563447302580e+07	2.279255321688588858e+08	3.874406006610909104e+07
2.400000000000000000e+03	1.000000000000000000e+00	5.000000000000000000e-01	1.225204679385529757e+09	1.729708305958440065e+09	5.781826630127966404e+08	1.354242930548495948e+08	2.522710188761489466e+07	9.181146670032259077e+06	5.794314071370316669e+06	9.624939993166916072e+06	8.995463170514818281e+06	5.502237525476227514e+06	2.296955923521105666e+06	4.880790882856512442e+06	1.613781458510188013e+07	4.658589874663772061e+06	1.066375953826261163e+08	2.020556849087752402e+08	6.865079942787182517e+06	5.565850009567256086e+06	8.814013805572886765e+07	9.198191936487628147e+06	3.901198400780681521e+07	7.255447998285759687e+08	3.202965057487072945e+08	6.025191858934496529e+06	8.104579153115737438e+07	8.598240658204751089e+06	7.674546549589294009e+06	4.330936583676725626e+08	1.198430411935309768e+08	4.919882718790645897e+07	4.036619338630008447e-11	5.305017948509660073e+02	1.213401681445551813e+08	5.484805823440545797e+07	6.836388399101109803e+07	2.558609386129559875e+08	4.443960139582644403e+07
2.400000000000000000e+03	1.500000000000000000e+00	5.000000000000000000e-01	1.202336854378908157e+09	1.855654719891113281e+09	5.654983921490333080e+08	1.570101304998018146e+08	2.918778651187432557e+07	1.424291065464949794e+07	6.848959078724865802e+06	1.346437328256005980e+07	1.339122619497201964e+07	6.502104220483073965e+06	2.726126041315173730e+06	7.691042064218386076e+06	2.461005433294340223e+07	5.558243991313532926e+06	1.231267085771028548e+08	2.328995995724201500e+08	8.643217221599927172e+06	6.939599142337606288e+06	1.019814715404709578e+08	1.077996644421500340e+07	4.511202013881717622e+07	8.337686504824028015e+08	3.697778080083143711e+08	7.774280859947227873e+06	9.365513463419261575e+07	1.014171037518689595e+07	1.192330201206640154e+07	4.982314249266763926e+08	1.214206790315621793e+08	5.023523946351796389e+07	8.920542203431851043e-11	7.173017379168351226e+02	1.222120039987111092e+08	5.594998714563822746e+07	7.903431529388640821e+07	2.943036902955279350e+08	5.140582534974133223e+07
