# Teff	logg	[Fe/H]	2MASS_H	2MASS_J	2MASS_Ks	GROUND_JOHNSON_U	GROUND_JOHNSON_V	GROUND_JOHNSON_B	GaiaDR2v2_G	GaiaDR2v2_RP	GaiaDR2v2_BP	PS1_g	PS1_i	PS1_r	PS1_w	PS1_y	PS1_z	SDSS_g	SDSS_i	SDSS_r	SDSS_u	SDSS_z	WISE_RSR_W1	WISE_RSR_W2	GALEX_FUV	GALEX_NUV
5.000000000000000000e+03	4.000000000000000000e+00	1.000000000000000000e+00	8.130548941402828217e+09	1.546104618305226135e+10	3.307640044422689915e+09	6.203924744572791100e+09	3.954641758394148254e+10	2.361515978890760803e+10	3.514303559907372284e+10	3.352184802298445511e+10	3.491522476655541229e+10	3.355096014544007492e+10	3.556871184248521423e+10	4.232072563304806519e+10	3.773951093452703857e+10	2.393558947904907990e+10	2.888153889631930542e+10	3.133412385373308945e+10	3.582286172900844574e+10	4.256810640237937164e+10	5.356918947089531898e+09	2.736570985192255020e+10	6.713020644359645844e+08	1.885445049219903052e+08	3.902466596972244133e+03	8.501112074447853863e+07
5.000000000000000000e+03	4.500000000000000000e+00	1.000000000000000000e+00	8.237755647710043907e+09	1.548612957486566734e+10	3.339614186929158688e+09	6.675090965309803009e+09	3.936050258312263489e+10	2.421791118776484299e+10	3.524242732038383484e+10	3.358191258280934906e+10	3.509937752798947906e+10	3.365454440602640915e+10	3.565303321536833191e+10	4.243988827101860046e+10	3.783641879101396942e+10	2.404114806250143814e+10	2.887274703927880859e+10	3.149902744392349243e+10	3.590904583537934113e+10	4.270269047273043823e+10	5.821233436310831070e+09	2.737467291981493759e+10	6.741397627242642641e+08	1.901319774735285044e+08	7.745670066337563185e+03	9.924363809919415414e+07
5.000000000000000000e+03	5.000000000000000000e+00	1.000000000000000000e+00	8.329596428179315567e+09	1.549894124939070129e+10	3.373157403137569904e+09	6.867595970598361015e+09	3.884878014922153473e+10	2.440982197943395233e+10	3.519135241969913483e+10	3.359872571880622101e+10	3.500097284732415009e+10	3.333703915361995697e+10	3.569007506644511414e+10	4.243876971164168549e+10	3.779043036683739471e+10	2.414634235349172592e+10	2.884086217814118958e+10	3.122666193145862961e+10	3.594403311660115051e+10	4.273046401481652069e+10	6.051758648096819878e+09	2.736604579047695923e+10	6.768520557172580957e+08	1.912524553628959656e+08	9.915317042945318462e+03	9.967675425579045713e+07
5.000000000000000000e+03	5.500000000000000000e+00	1.000000000000000000e+00	8.418070378672167778e+09	1.554160079697008133e+10	3.409488090891014576e+09	6.864153879645343781e+09	3.812997088174100494e+10	2.410889795651887131e+10	3.505490031786743164e+10	3.366313401357601547e+10	3.464220184302355957e+10	3.260578692110526657e+10	3.578808169962055206e+10	4.237576071756417084e+10	3.767391097090457153e+10	2.430187458476890945e+10	2.887819848789893341e+10	3.050857456907601929e+10	3.603486530507764435e+10	4.271048874509956360e+10	6.113689753700694084e+09	2.742285054127216721e+10	6.800953268121371269e+08	1.921444810271194875e+08	1.379632310795225203e+04	1.008625321795405746e+08
5.000000000000000000e+03	6.000000000000000000e+00	1.000000000000000000e+00	8.486148434312246323e+09	1.560958772208625031e+10	3.442750373962483406e+09	6.774406589521442413e+09	3.734539801525353241e+10	2.360017215551946259e+10	3.489014195224526215e+10	3.377409556406647110e+10	3.415802867031337357e+10	3.172659242409447861e+10	3.595038297279076385e+10	4.221848443511006927e+10	3.752543747395307922e+10	2.453467641170194626e+10	2.900839338293510056e+10	2.963366783748853683e+10	3.618345892083625031e+10	4.261544200706862640e+10	6.093337348795759201e+09	2.757009746511220169e+10	6.846514259123018980e+08	1.931938724874679148e+08	2.085732586969169279e+04	1.040413721044217050e+08
5.100000000000000000e+03	0.000000000000000000e+00	1.000000000000000000e+00	6.011726847910266876e+09	1.208574952884070015e+10	2.486594685454023361e+09	4.963808533465062141e+09	3.257475626213571548e+10	1.899094074794753647e+10	2.852409665809931946e+10	2.716632340535589600e+10	2.840952655423874664e+10	2.755286301262824631e+10	2.863433098264466476e+10	3.433677704410669708e+10	3.059015970885374832e+10	1.931224726310627747e+10	2.344904173134064865e+10	2.583216504570312500e+10	2.887020382334516525e+10	3.451716086607628632e+10	4.118516355615625858e+09	2.222135773897469711e+10	5.218833166634174585e+08	1.475912356672440767e+08	1.903301703738080732e+02	3.789334726628264040e+07
5.100000000000000000e+03	5.000000000000000000e-01	1.000000000000000000e+00	6.830598299680798531e+09	1.403737882855902672e+10	2.769188709099274635e+09	6.222922536996727943e+09	4.191987415612610626e+10	2.570693226027441025e+10	3.531882591226898956e+10	3.256698281701868057e+10	3.652336283677185059e+10	3.684106608032923889e+10	3.441109207462816620e+10	4.225075680385311127e+10	3.780930991565549469e+10	2.304772616982717896e+10	2.789184570665323639e+10	3.470686187421772003e+10	3.470054764768157959e+10	4.253552324326535034e+10	5.454582253577068329e+09	2.638704153260613251e+10	5.767702972870938778e+08	1.686847773283587098e+08	4.299447281210849724e+03	8.151302093547640741e+07
5.100000000000000000e+03	1.000000000000000000e+00	1.000000000000000000e+00	7.382248197948932648e+09	1.486855995675190353e+10	3.072944427363367558e+09	4.986672592691748619e+09	3.813247216945942688e+10	1.955702992245558929e+10	3.439016222171057129e+10	3.361632953283173370e+10	3.304116175130217743e+10	3.035734520151185226e+10	3.565176109671794891e+10	4.231148803050296021e+10	3.719517787841532898e+10	2.349852185599458313e+10	2.871409058633255005e+10	2.793293778680978394e+10	3.592818558776890564e+10	4.255614446108736420e+10	4.299731651363052368e+09	2.715264242558481979e+10	6.385089659607876539e+08	1.701646932370268703e+08	4.380490476566977122e+03	7.521400478557278216e+07
5.100000000000000000e+03	1.500000000000000000e+00	1.000000000000000000e+00	7.871545191678599358e+09	1.562671734576292801e+10	3.262716563799582481e+09	5.836530146749049187e+09	4.069422412821658325e+10	2.186465360442807770e+10	3.631769392779393768e+10	3.513247481935648346e+10	3.540106745552439880e+10	3.308914453119116592e+10	3.726678594913196564e+10	4.446998915506658936e+10	3.922152985692990112e+10	2.450360634091274261e+10	2.995007116486807251e+10	3.064000544596989441e+10	3.756037919329730225e+10	4.473674350441153717e+10	5.059922188368096352e+09	2.831542723230478668e+10	6.735423316561734676e+08	1.807878521530285180e+08	4.877979381052774443e+03	8.791780668057087064e+07
5.100000000000000000e+03	2.000000000000000000e+00	1.000000000000000000e+00	8.137165212005119324e+09	1.594770955771720314e+10	3.351822634057689190e+09	6.726360547761428833e+09	4.229327605340130615e+10	2.379621729492066574e+10	3.736034084186506653e+10	3.575629511841485596e+10	3.695494393705551147e+10	3.511542238218746185e+10	3.793149665076593781e+10	4.550807179074444580e+10	4.027603224917659760e+10	2.492260964883677673e+10	3.043804731481467056e+10	3.272043309776406479e+10	3.823379778077708435e+10	4.578917090977681732e+10	5.880310366547597885e+09	2.877416543253873825e+10	6.877888635251767635e+08	1.868705113175548911e+08	6.029741751525012660e+03	1.046383623317245394e+08
5.100000000000000000e+03	2.500000000000000000e+00	1.000000000000000000e+00	8.322358191225131989e+09	1.608543616091581154e+10	3.411888550491179943e+09	7.380325015924563408e+09	4.304465155142943573e+10	2.505609352643745422e+10	3.776727985599834442e+10	3.586587904370354462e+10	3.775504887327178192e+10	3.630770376510945129e+10	3.803896124854544067e+10	4.579362426271563721e+10	4.064808502214821625e+10	2.504223605122930145e+10	3.053866800383794022e+10	3.398495494942759323e+10	3.834276422016045380e+10	4.607911652287252808e+10	6.508202971901121140e+09	2.887360899719633484e+10	6.959030378544542789e+08	1.909309083384968340e+08	6.931783008828391758e+03	1.164915200901144296e+08
5.100000000000000000e+03	3.000000000000000000e+00	1.000000000000000000e+00	8.489885220957335472e+09	1.620036935015387154e+10	3.464621495997456551e+09	8.047598041251361847e+09	4.372082840553182220e+10	2.624789387376688766e+10	3.815264213774349213e+10	3.597117929695378113e+10	3.851382624004825592e+10	3.740620492661943817e+10	3.814187671803442383e+10	4.608170628664042664e+10	4.100034758327442169e+10	2.517401311874139023e+10	3.063575592130808640e+10	3.514679997951905823e+10	3.844705213438802338e+10	4.637113208069062805e+10	7.169291584440810204e+09	2.897270224105515289e+10	7.025162692394407988e+08	1.943243358484695852e+08	8.816324130967184828e+03	1.312181025789951682e+08
5.100000000000000000e+03	3.500000000000000000e+00	1.000000000000000000e+00	8.575719872933350563e+09	1.617060130881576538e+10	3.487924794754795551e+09	8.404406062381489754e+09	4.361503494338459778e+10	2.673348111193703079e+10	3.802713174328742981e+10	3.571405601339333344e+10	3.859579340983038330e+10	3.765491726717727661e+10	3.786185734154698944e+10	4.583442230572504425e+10	4.082604711511384583e+10	2.507942019480296326e+10	3.043343291028659439e+10	3.544963826054708862e+10	3.816391511091291046e+10	4.612353790217167664e+10	7.560019787938514709e+09	2.879446807591619492e+10	7.037206997726852894e+08	1.956556516493093073e+08	1.022463288201161413e+04	1.403298277194750309e+08
5.100000000000000000e+03	4.000000000000000000e+00	1.000000000000000000e+00	8.685409696358097076e+09	1.620461207714855194e+10	3.516068157758343697e+09	8.981749768431749344e+09	4.392352139532020569e+10	2.780787064792046738e+10	3.827943955642246246e+10	3.573436631732215881e+10	3.917316492215091705e+10	3.843943169031752777e+10	3.787987660783418274e+10	4.604739139568327332e+10	4.105307606038645172e+10	2.516200235366925812e+10	3.041908568168318939e+10	3.629944324562781525e+10	3.818495596858047485e+10	4.634304479967281342e+10	8.172269352036438942e+09	2.879596491125822067e+10	7.046644473276972771e+08	1.971185837549358308e+08	1.254394714280066728e+04	1.520654931792735159e+08
5.100000000000000000e+03	4.500000000000000000e+00	1.000000000000000000e+00	8.745190502534860611e+09	1.623179530536348915e+10	3.535109721421477318e+09	9.304762335147851944e+09	4.379610847931196594e+10	2.831311275310646439e+10	3.839054901789221954e+10	3.579373807911919403e+10	3.937581148520516968e+10	3.857976292229463196e+10	3.795226666500247192e+10	4.620573882048974609e+10	4.116591726255323792e+10	2.527020000097275162e+10	3.042758665843370819e+10	3.647004291223327637e+10	3.825882575963739014e+10	4.651174971718949127e+10	8.544652206864995956e+09	2.881976129528881836e+10	7.051818201213878393e+08	1.979316716523939371e+08	2.140559135194547707e+04	1.744933155647618175e+08
5.100000000000000000e+03	5.000000000000000000e+00	1.000000000000000000e+00	8.805279250834283829e+09	1.625452419271968651e+10	3.554475469237415314e+09	9.304956346907777786e+09	4.329177632768872833e+10	2.846041725292652130e+10	3.836381914714202881e+10	3.583678977825521088e+10	3.928519074303076172e+10	3.827680009299573517e+10	3.801476784788706207e+10	4.625745520679824066e+10	4.115376697333892822e+10	2.538944274129214859e+10	3.041635295939111710e+10	3.618800037908395386e+10	3.832121214175229645e+10	4.657746759843393707e+10	8.615378730673709869e+09	2.883070446019223022e+10	7.051443489905221462e+08	1.983517861554975212e+08	2.447694851047744305e+04	1.733852652432982624e+08
5.100000000000000000e+03	5.500000000000000000e+00	1.000000000000000000e+00	8.860515633290395737e+09	1.632970938510386086e+10	3.578967455297564030e+09	9.140209496854648590e+09	4.271891041453793335e+10	2.831018235052193451e+10	3.840045640888114166e+10	3.606177356982552338e+10	3.909233973100800323e+10	3.771535865165062714e+10	3.828462011111917114e+10	4.643163181043494415e+10	4.123351551744877625e+10	2.564177384600937271e+10	3.055972318772956085e+10	3.561981342484336090e+10	3.858864653357865906e+10	4.677583298420223236e+10	8.513413294977939606e+09	2.898887269257441711e+10	7.065138716580085754e+08	1.988498370293538570e+08	2.820495168473461308e+04	1.704612850468584597e+08
5.100000000000000000e+03	6.000000000000000000e+00	1.000000000000000000e+00	8.947808266249137878e+09	1.644236019862527275e+10	3.609782512556200027e+09	8.770693200052143097e+09	4.199724073578520966e+10	2.781023157720657730e+10	3.836768080282627869e+10	3.631264304050170898e+10	3.869613838268366241e+10	3.684958606160025787e+10	3.860195370452517700e+10	4.654343384716896057e+10	4.125711552746734619e+10	2.592996540845005417e+10	3.073224009869297028e+10	3.472922000003243256e+10	3.889891595856552124e+10	4.692746029378498840e+10	8.193547241902667999e+09	2.917902686256267548e+10	7.080916615005291700e+08	1.991938947257651687e+08	4.084283042427425244e+04	1.706382320373370945e+08
5.200000000000000000e+03	0.000000000000000000e+00	1.000000000000000000e+00	6.120437286124158859e+09	1.246488291557519531e+10	2.518314320427254677e+09	6.162881227490829468e+09	3.548096800675495148e+10	2.158805933792922592e+10	3.064119869918758774e+10	2.877824798799329758e+10	3.106444566433873749e+10	3.053837919731626129e+10	3.037023370082960510e+10	3.680210826682210541e+10	3.282534669765733337e+10	2.029747233279236221e+10	2.469272503042715836e+10	2.877783509478737259e+10	3.062851061553029633e+10	3.700905421217015076e+10	5.159345020384506226e+09	2.337706419981485748e+10	5.279471814334896803e+08	1.506325204342662096e+08	1.225644237399125132e+03	5.820755753573638946e+07
5.200000000000000000e+03	5.000000000000000000e-01	1.000000000000000000e+00	7.155440699083909988e+09	1.479345848641337395e+10	2.877011666540203571e+09	9.463631959240468979e+09	4.772504072443635559e+10	3.204971444438594818e+10	3.948657430577416229e+10	3.552562099829252625e+10	4.208449272746387482e+10	4.338163258853155518e+10	3.757261254133568573e+10	4.687957012859541321e+10	4.213606306417928314e+10	2.483402736747988510e+10	3.013898348111877060e+10	4.136395364963656616e+10	3.791073049739801025e+10	4.720728037900611115e+10	8.218352502733814240e+09	2.848228656125170898e+10	5.955811135299843550e+08	1.764670733072274029e+08	1.688342639266025071e+04	1.412333652971118987e+08
5.200000000000000000e+03	1.000000000000000000e+00	1.000000000000000000e+00	7.651576040953413963e+09	1.560475795157439804e+10	3.156699697203261852e+09	6.215841409303457260e+09	4.230112437783595276e+10	2.257115367909865952e+10	3.764130863428424072e+10	3.633327123773008728e+10	3.676892664545826721e+10	3.422635533121377945e+10	3.860828820333546448e+10	4.630707961926813507e+10	4.070184158115383148e+10	2.517214776661499405e+10	3.078482458179497147e+10	3.165660313150095749e+10	3.891479535415083313e+10	4.659296945316748047e+10	5.392482754127511024e+09	2.907853101398677826e+10	6.504690282831473351e+08	1.753694409101598859e+08	2.518664742779248627e+04	1.194478595899162441e+08
5.200000000000000000e+03	1.500000000000000000e+00	1.000000000000000000e+00	8.123275891761529922e+09	1.642760569591837311e+10	3.347357972996051788e+09	7.490283060228420258e+09	4.598220561346240234e+10	2.600899185130444336e+10	4.026196972244457245e+10	3.825691254562170410e+10	4.015664443593101501e+10	3.823992718871546173e+10	4.064309426431792450e+10	4.925510551286608887e+10	4.344492283549182129e+10	2.639754516442738724e+10	3.231210081018052292e+10	3.564671703919273376e+10	4.097884881794458771e+10	4.957629182511035156e+10	6.532571049938395500e+09	3.051305896684304047e+10	6.878495879086672068e+08	1.864948045381288528e+08	1.945598525346231327e+04	1.360769569326054752e+08
5.200000000000000000e+03	2.000000000000000000e+00	1.000000000000000000e+00	8.359823929016891479e+09	1.668570151314072227e+10	3.429680554733432293e+09	8.362329243927961349e+09	4.706621800874900818e+10	2.762925186608336258e+10	4.095592715507910919e+10	3.861476211633348083e+10	4.128462298009187317e+10	3.978586695595848083e+10	4.103257715176121521e+10	4.986064387847177124e+10	4.412936126429692841e+10	2.662474873847492599e+10	3.258641746339676666e+10	3.727267799653810883e+10	4.137389310231296539e+10	5.019143902274210358e+10	7.354934573931323051e+09	3.076846196451977539e+10	7.013205265803768635e+08	1.917405890466058850e+08	1.921425967059858522e+04	1.548517638471926153e+08
5.200000000000000000e+03	2.500000000000000000e+00	1.000000000000000000e+00	8.567542620733502388e+09	1.689980382165909767e+10	3.495697587666044712e+09	9.276743503865627289e+09	4.820865262358357239e+10	2.929008479088404846e+10	4.167127228232308197e+10	3.896476320219606781e+10	4.246983573304640198e+10	4.139305080455924225e+10	4.140468427647389984e+10	5.051035161007154083e+10	4.483186117293753815e+10	2.685632864509950638e+10	3.285977200312940979e+10	3.895641898565036011e+10	4.175180753165093994e+10	5.085038377182239532e+10	8.234688463856082916e+09	3.102300137763075256e+10	7.111646382335438728e+08	1.960333552845838964e+08	2.120540685150659556e+04	1.766472502038330138e+08
5.200000000000000000e+03	3.000000000000000000e+00	1.000000000000000000e+00	8.713111120927024841e+09	1.695142271030453682e+10	3.541230130051858425e+09	9.859182345861894608e+09	4.840252268350556946e+10	3.012423175541358185e+10	4.169981280336877441e+10	3.878833394389257812e+10	4.280125089616011047e+10	4.202919649739650726e+10	4.120100018053803253e+10	5.035817458967622375e+10	4.480022086616116333e+10	2.680625345406589890e+10	3.274981768169464874e+10	3.967609926056185913e+10	4.154584942611299133e+10	5.069753195084300995e+10	8.834461192942279816e+09	3.092653609683180237e+10	7.167500800843039751e+08	1.989620424353563190e+08	2.274140644335158868e+04	1.921338811711820364e+08
5.200000000000000000e+03	3.500000000000000000e+00	1.000000000000000000e+00	8.855420757516401291e+09	1.706550781549503136e+10	3.581859821821908474e+09	1.066467096106938362e+10	4.928517597822789764e+10	3.156101390089358139e+10	4.225610465270495605e+10	3.900168245512265778e+10	4.380569438923127747e+10	4.337017085749289703e+10	4.142126809108880615e+10	5.089362941330986786e+10	4.534085260448596191e+10	2.696984707104251480e+10	3.290136649631663895e+10	4.108108414099312592e+10	4.177132698538019562e+10	5.124094391121372986e+10	9.659835519462791443e+09	3.107331506287002563e+10	7.206265920372544527e+08	2.012059450734865665e+08	2.551329221068225888e+04	2.133205558636188209e+08
5.200000000000000000e+03	4.000000000000000000e+00	1.000000000000000000e+00	8.920939845942850113e+09	1.701672172937159538e+10	3.599780908560874462e+09	1.108930250290691376e+10	4.900038015560392761e+10	3.204506838991091919e+10	4.205924558639869690e+10	3.868917504731740570e+10	4.381071137505025482e+10	4.350339715398413849e+10	4.107519488894593048e+10	5.057409578390649414e+10	4.508884489529784393e+10	2.685345740350024414e+10	3.265343071572359848e+10	4.128575418493347931e+10	4.142222243377159119e+10	5.092177450291294098e+10	1.014459471161703300e+10	3.085594239720662308e+10	7.206021652769744396e+08	2.021594679806897938e+08	3.917380156698126666e+04	2.416139792490729392e+08
5.200000000000000000e+03	4.500000000000000000e+00	1.000000000000000000e+00	8.986633604296031952e+09	1.704786953794770432e+10	3.619411646655570984e+09	1.133034017352654266e+10	4.894891113197330475e+10	3.257194463880007935e+10	4.219085419461252594e+10	3.873413532511022186e+10	4.407242986046002197e+10	4.374274760595171356e+10	4.112538365835260773e+10	5.076859096660979462e+10	4.522356418294932556e+10	2.693804568796073914e+10	3.264962037052682877e+10	4.155296888942505646e+10	4.147482224228855896e+10	5.112359546928623962e+10	1.046110418668260002e+10	3.086642198659976959e+10	7.210711893461234570e+08	2.028322894497557878e+08	4.700776010284816584e+04	2.558425662996812463e+08
5.200000000000000000e+03	5.000000000000000000e+00	1.000000000000000000e+00	9.048409707164585114e+09	1.709067686721150398e+10	3.640016005343090534e+09	1.135514666417016602e+10	4.860891037826728058e+10	3.284851817863037872e+10	4.227019840255911255e+10	3.883625618692620850e+10	4.413988514167433929e+10	4.362976868829371643e+10	4.124396037810887146e+10	5.096399183165889740e+10	4.532461922164810181e+10	2.708059991029188156e+10	3.267912304627384949e+10	4.145739904654631042e+10	4.159560445271675110e+10	5.132922335770211792e+10	1.057381296706628227e+10	3.091432830036579132e+10	7.215228080531800985e+08	2.033316601563993096e+08	5.371895171478477278e+04	2.599264921807194054e+08
5.200000000000000000e+03	5.500000000000000000e+00	1.000000000000000000e+00	9.104337575306869507e+09	1.715916826281623650e+10	3.664505216207155704e+09	1.116895356091816139e+10	4.801454982545238495e+10	3.273983897654150772e+10	4.231149169895666504e+10	3.904824293146219635e+10	4.397324237462657928e+10	4.309551025950048828e+10	4.149203353716205597e+10	5.117048442864505768e+10	4.541140309458605194e+10	2.731704273122219086e+10	3.279943826052724838e+10	4.091714619395452881e+10	4.184397066777062988e+10	5.155175719698196411e+10	1.047127336732203865e+10	3.105190017989170837e+10	7.227128043290094137e+08	2.037840857277348340e+08	5.903435629198874813e+04	2.576436709671886563e+08
5.200000000000000000e+03	6.000000000000000000e+00	1.000000000000000000e+00	9.171325175022375107e+09	1.724024170261268234e+10	3.688051061797316551e+09	1.073554520918638992e+10	4.715020566617484283e+10	3.219421084035533142e+10	4.221322508078598022e+10	3.924329448179900360e+10	4.350162486254775238e+10	4.212857931086313629e+10	4.174013606888080597e+10	5.124122907274472809e+10	4.537015642738652039e+10	2.756545316075462341e+10	3.290795284594425964e+10	3.992837255413648224e+10	4.208798366672060394e+10	5.164834854001116180e+10	1.010305818010195541e+10	3.118488572626954269e+10	7.236418075118412971e+08	2.041333081771391034e+08	8.312319178521198046e+04	2.595869057232634723e+08
5.300000000000000000e+03	5.000000000000000000e-01	1.000000000000000000e+00	7.410696343780549049e+09	1.539946810055478477e+10	2.975753794493110180e+09	1.230360008394264793e+10	5.173511739129607391e+10	3.655818685907736969e+10	4.253451987741110229e+10	3.780281802470617676e+10	4.601872154185373688e+10	4.774993197301896667e+10	4.001969331179722595e+10	5.036111542538404083e+10	4.532022578334575653e+10	2.613786465864305496e+10	3.184488016103393173e+10	4.584190113684774017e+10	4.039374348710231781e+10	5.071130624343190765e+10	1.061908746666442680e+10	3.007012648849952316e+10	6.134270439723757505e+08	1.808299510072602928e+08	4.256767585359246004e+04	2.005447096648209691e+08
5.300000000000000000e+03	1.000000000000000000e+00	1.000000000000000000e+00	7.857811563469833374e+09	1.635259319524429512e+10	3.225576745188026905e+09	7.517347658946044922e+09	4.721732002022361755e+10	2.613707677317104721e+10	4.133268223614058685e+10	3.930383036679591370e+10	4.113762400178248596e+10	3.884595837865616608e+10	4.179867266283512878e+10	5.089266379833808899e+10	4.466920405778469086e+10	2.701169120000231552e+10	3.304208148210414886e+10	3.610768876579696655e+10	4.214367869338962555e+10	5.122585104917765808e+10	6.539763937114960670e+09	3.119007916042858124e+10	6.635756913984942436e+08	1.806209301902050078e+08	7.087594743054591527e+04	1.640078030489205420e+08
5.300000000000000000e+03	1.500000000000000000e+00	1.000000000000000000e+00	8.398208791852320671e+09	1.719890865868361664e+10	3.433465549423499107e+09	9.228340475510147095e+09	5.069141818511515045e+10	2.979559470445918274e+10	4.386062979929975128e+10	4.115485036645653534e+10	4.444220511910093689e+10	4.281112339436196136e+10	4.379612865940957642e+10	5.361150061311841583e+10	4.730234932222607422e+10	2.815486586989297867e+10	3.450082080108465576e+10	4.010448411609944153e+10	4.416580883952599335e+10	5.397879492310524750e+10	8.089345407312416077e+09	3.254495937474791336e+10	7.002206683933495283e+08	1.919594735872204006e+08	8.120081505435593135e+04	2.113042997610885799e+08
5.300000000000000000e+03	2.000000000000000000e+00	1.000000000000000000e+00	8.649686007063272476e+09	1.748888743239061356e+10	3.523994723029384136e+09	1.041865320607354546e+10	5.218771716174972534e+10	3.197411667381602859e+10	4.481696662976974487e+10	4.165359896204251099e+10	4.598669345377100372e+10	4.489077411199533844e+10	4.433571419863330078e+10	5.448612393769316101e+10	4.825271280133292389e+10	2.843476095327487183e+10	3.487061103106420135e+10	4.228431286397189331e+10	4.471584800480472565e+10	5.486850746941271210e+10	9.208546170096651077e+09	3.288313569152080917e+10	7.146915335308876038e+08	1.971625935959985256e+08	7.472549314931611298e+04	2.423188749155574739e+08
5.300000000000000000e+03	2.500000000000000000e+00	1.000000000000000000e+00	8.834152786428890228e+09	1.766323931405724716e+10	3.586857350991952896e+09	1.141237605826586151e+10	5.315995618261216736e+10	3.362060810133562469e+10	4.539549332701822662e+10	4.186941871971185303e+10	4.704987505213562012e+10	4.639113680133478546e+10	4.456183090387751770e+10	5.495079089856082153e+10	4.880307086001287079e+10	2.856354824862884140e+10	3.503499558108360291e+10	4.388251204272047424e+10	4.494794999894686890e+10	5.534183567770260620e+10	1.018068699943918610e+10	3.303394602953683853e+10	7.243508670645315647e+08	2.009669340941715837e+08	7.100654156133026117e+04	2.689056247810456753e+08
5.300000000000000000e+03	3.000000000000000000e+00	1.000000000000000000e+00	9.020593573373107910e+09	1.784912703230764389e+10	3.645178559763735294e+09	1.286674379950172424e+10	5.456386172690332031e+10	3.591802762829497528e+10	4.624452124243129730e+10	4.220762547701909637e+10	4.857906403282917786e+10	4.850066673225886536e+10	4.490647784243196869e+10	5.567443466621630096e+10	4.961261296824687958e+10	2.880174214032598877e+10	3.530106842701477051e+10	4.612253497267504883e+10	4.530132033948601532e+10	5.607461476121140289e+10	1.161412609812075424e+10	3.328613154149234390e+10	7.328576025085463524e+08	2.050510546573421061e+08	7.563439056046110636e+04	3.161618737098038793e+08
5.300000000000000000e+03	3.500000000000000000e+00	1.000000000000000000e+00	9.110545634999881744e+09	1.786969358921356583e+10	3.670282645259918690e+09	1.340547757768760109e+10	5.475777227481296539e+10	3.668319235169599915e+10	4.630582971517508698e+10	4.206225179631954193e+10	4.894050477315744781e+10	4.909680251871530151e+10	4.473743788384645081e+10	5.563821673428527069e+10	4.963161723506756592e+10	2.874013792226967239e+10	3.519031671314540100e+10	4.678740223592480469e+10	4.513223318393184662e+10	5.604068328768046570e+10	1.221948257887990570e+10	3.318728360826055908e+10	7.355447000382710695e+08	2.065316055579090714e+08	7.712949511359655298e+04	3.330727448945280910e+08
5.300000000000000000e+03	4.000000000000000000e+00	1.000000000000000000e+00	9.184496848398317337e+09	1.790229501850913239e+10	3.691901378704456806e+09	1.367568330325219345e+10	5.483269169087216187e+10	3.713834167908034515e+10	4.638839511329305267e+10	4.201872762082405090e+10	4.920243266852285767e+10	4.942769881884095001e+10	4.468502508651191711e+10	5.573899959930910492e+10	4.970364644571878815e+10	2.874191416663106537e+10	3.514204761833972931e+10	4.714450789790931702e+10	4.508040038473055267e+10	5.614668290699697113e+10	1.257521809967099190e+10	3.314843921266947937e+10	7.373379091147933006e+08	2.074409670715156198e+08	8.762180982387135737e+04	3.519889690503847599e+08
5.300000000000000000e+03	4.500000000000000000e+00	1.000000000000000000e+00	9.238703225533281326e+09	1.788995588859040070e+10	3.706419925496404648e+09	1.396796120308147240e+10	5.467430926922446442e+10	3.770060870567983246e+10	4.637363062894974518e+10	4.187858972243374634e+10	4.938512867219982147e+10	4.968026331753554535e+10	4.452242157478322601e+10	5.571229978907572174e+10	4.966420623979908752e+10	2.871770371429399490e+10	3.500656439536715698e+10	4.745459728254808044e+10	4.491890210537632751e+10	5.612283914155365753e+10	1.297260284029806519e+10	3.303702855796651459e+10	7.370442971009213924e+08	2.080502690614160001e+08	9.785018088841218560e+04	3.727355000463051200e+08
5.300000000000000000e+03	5.000000000000000000e+00	1.000000000000000000e+00	9.290300089687503815e+09	1.792186380836561584e+10	3.724750683036583900e+09	1.377053121082490540e+10	5.421466645451821899e+10	3.770096698519126892e+10	4.635455824544473267e+10	4.191571090239867401e+10	4.930454124629441071e+10	4.937977881667160797e+10	4.456648702256096649e+10	5.583622251078410339e+10	4.967120415475090790e+10	2.880587252466504669e+10	3.498684381146207428e+10	4.715257730082039642e+10	4.496465838066066742e+10	5.625332841347209930e+10	1.288745930173000145e+10	3.303704703107535934e+10	7.375099068854016066e+08	2.082940820352087021e+08	1.078411769028204726e+05	3.750220588506426811e+08
5.300000000000000000e+03	5.500000000000000000e+00	1.000000000000000000e+00	9.354007948453763962e+09	1.800522987386393738e+10	3.751577003270073891e+09	1.362783132130825424e+10	5.375860209201670837e+10	3.776764979924458313e+10	4.649580131616258240e+10	4.217376070248385620e+10	4.930317264615678406e+10	4.905033885186585236e+10	4.485303519020324707e+10	5.617687843432802582e+10	4.986245731897901917e+10	2.906057105820989227e+10	3.513489827944175720e+10	4.682079293212434387e+10	4.525432659047949219e+10	5.660557072174575806e+10	1.285385778474708557e+10	3.320050538928067017e+10	7.389472118959240913e+08	2.088356219679539204e+08	1.181245294659182546e+05	3.807845218731603026e+08
